COUNTRY_FLYING_MISSION,TGT_COUNTRY,TGT_LOCATION,LATITUDE,LONGITUDE,MSNDATE,TGT_TYPE,TGT_INDUSTRY
USA,ITALY,ADRANO,37.65,14.85,8/6/1943,R R JUNCTIONS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78,10/31/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,HAMBURG,53.55,10,6/25/1943,AERO ENGINE WORKS,ENGINE PLANTS
USA,CZECHOSLOVAKIA,BRUX,50.52,13.63,9/23/1944,BERGIUS SYN OR,SYNTHETIC OIL REFINERIES
USA,ITALY,ATINA,41.62,13.8,11/13/1943,BRIDGES,BRIDGES
USA,ITALY,44 40 N 012 00 E,44.67,12,12/30/1943,AREA,CITIES TOWNS AND URBAN AREAS
USA,AUSTRIA,SALZBURG,47.78,13.03,1/20/1945,MARSHALLING YARUS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,10/29/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,YUGOSLAVIA,NIS,43.32,21.9,8/17/1944,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,CASTEL S PIETRO,44.38,11.6,10/18/1944,STORAGE DEPOT,SUPPLY DUMPS AND WAREHOUSES
USA,AUSTRIA,ST POLTEN,48.22,15.63,3/1/1945,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,10/12/1941,SEARCHLIGHTS,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,9/25/1940,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,3/20/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,AUSTRIA,VIENNA,48.2,16.37,8/22/1944,OIL DEPOT,OIL STORAGE FACILITIES AND OTHER OIL INSTALLATIONS
GREAT BRITAIN,FRANCE,CALAIS,50.97,1.87,10/28/1940,DOCKS BARGES SHIPPING,PORTS AND HARBORS
USA,ITALY,43 40 N 012 40 E,43.67,12.67,1/23/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,AUSTRIA,LIENZ,46.83,12.77,4/19/1945,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,HOLLAND OR NETHERLANDS,LEEUWARDEN,53.22,5.8,1/28/1942,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,HOMBERG,51.47,6.63,11/8/1944,SYN OIL PLANT OF GEWER,SYNTHETIC OIL REFINERIES
GREAT BRITAIN,GERMANY,KARLSRUHE,49.02,8.38,10/28/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78,11/2/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,ALFHAUSEN,52.45,10.63,9/26/1944,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,CHIUSAFORTE,46.4,13.32,2/20/1945,BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,HALLE,52.07,8.37,3/24/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,MUNCHEN GLADBACH,51.2,6.42,9/13/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,BRUNSWICK,52.25,10.5,5/22/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GREECE,SALONIKA,40.63,22.98,10/9/1943,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,KARLSRUHE,49.02,8.38,8/5/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,PFORZHEIM,48.9,8.7,10/27/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,FURTH,48.92,12.67,4/5/1945,ORDNANCE DEPOT,SUPPLY DUMPS AND WAREHOUSES
GREAT BRITAIN,GERMANY,WILHELMSHAVEN,53.53,8.13,10/21/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,FRANCE,LA FAVERIE,46.67,-1.77,6/10/1944,BRIDGE,BRIDGES
USA,ITALY,GUARDA VENETA,44.98,11.13,4/22/1945,PONTOON BRIDGE,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
GREAT BRITAIN,GERMANY,BOCHUM,51.52,7.2,2/17/1943,FACTORY,MANUFACTURING INSTALLATIONS (NOT SPECIFICALLY IDENTIFIED BELOW FROM CLASS 11 THROUGH 59)
GREAT BRITAIN,GERMANY,LUTZKENDORF,51.3,11.85,10/16/1940,WINTERSHALL SYN OIL,OIL REFINERIES
GREAT BRITAIN,GERMANY,STETTIN,53.42,14.57,4/20/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,OBERHAUSEN,48.39,10.88,10/7/1944,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,NURNBERG,49.45,11.08,2/28/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,CESANA,43.7,13.2,5/13/1944,RR TRACKS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,RAUCO SCRIVIA,,,7/7/1944,RR BRIDGE,BRIDGES
GREAT BRITAIN,FRANCE,ST PIERRE DE LA FAGE,43.78,3.45,11/14/1940,AIRDROME,AIR FIELDS AND AIRDROMES
USA,GERMANY,EBRACH,49.87,10.5,3/31/1945,OIL STOR,OIL STORAGE FACILITIES AND OTHER OIL INSTALLATIONS
GREAT BRITAIN,GERMANY,MANNHEIM,49.48,8.47,5/16/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,ST MARTIN L HORTIER,49.73,1.4,7/1/1944,V WEAPON SITE,V - WEAPON LAUNCHING SITES
GREAT BRITAIN,FRANCE,BREST,48.4,-4.5,12/17/1940,GUN EMPLACEMENTS,GUN EMPLACEMENTS
GREAT BRITAIN,GERMANY,LEVERKUSEN,51.02,7,10/31/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,44 40 N 010 20 E,44.67,10.33,4/22/1945,TROOPS,TROOP CONCENTRATIONS
USA,ITALY,BRUNICO,46.78,11.93,2/28/1945,MY,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,FRANCE,LILLE,50.63,3.07,7/8/1941,CHEMICAL WORKS,CHEMICAL PLANTS
GREAT BRITAIN,GERMANY,WERL,51.38,7.93,8/9/1940,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,ISERNIA,41.6,14.23,9/11/1943,ROAD JUNCTION,HIGHWAYS AND VEHICLES
USA,AUSTRIA,VIENNA,48.2,16.37,11/1/1944,GOODS DEPOT,SUPPLY DUMPS AND WAREHOUSES
GREAT BRITAIN,FRANCE,DUNKERQUE,51.03,2.37,10/20/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,FRANCE,CALAIS,50.97,1.87,4/8/1941,DOCKS BARGES SHIPPING,PORTS AND HARBORS
USA,ITALY,45 00 N 008 20 E,45,8.33,4/16/1945,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
USA,GERMANY,PEENEMUNDE,54.15,13.77,7/18/1944,V WEAPON EXPERIMENTAL,V-WEAPON FACTORIES
USA,ITALY,40 40 N 015 00 E,40.67,15,8/20/1944,ROAD BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,AACHEN,50.78,6.08,9/2/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,YUGOSLAVIA,NOVI SAD,45.27,19.83,9/21/1944,BRIDGE,BRIDGES
USA,ITALY,LA SPEZIA,44.1,9.83,4/18/1943,NAVAL INSTALLATIONS,NAVAL INSTALLATIONS
USA,TUNISIA,33 20 N 010 40 E,33.33,10.67,4/2/1943,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
USA,ITALY,45 00 N 008 20 E,45,8.33,4/10/1945,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,8/5/1942,BUILDINGS,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,LUDWIGSBURG,48.9,9.2,11/8/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,MELDORF,54.12,9.08,5/6/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,5/2/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,WILHELMSHAVEN,53.53,8.13,2/27/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,45 00 N 009 40 E,45,9.67,4/23/1945,RIV CR,WATERWAYS AND BOATS
GREAT BRITAIN,GERMANY,BOCHUM,51.52,7.2,7/3/1941,CITY,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,LE HAVRE,49.5,6,12/10/1940,INNER DOCKS,PORTS AND HARBORS
USA,FRANCE,LAVAL,48.02,-1.48,6/15/1944,BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,AACHEN,50.78,6.08,3/30/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,52 00 N 007 40 E,52,7.67,3/24/1945,GP,GUN EMPLACEMENTS
USA,GERMANY,COBLENZ,50.35,7.6,12/31/1944,BRIDGE,BRIDGES
GREAT BRITAIN,FRANCE,LA PALLICE,46.17,-1.23,8/11/1944,SUBMARINE YARDS,SUBMARINE PENS AND YARDS
USA,AUSTRIA,DRAUBURG,46.77,12.98,4/2/1945,RR BRIDGE,BRIDGES
USA,ITALY,44 20 N 010 20 E,44.33,10.33,4/22/1945,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
USA,ITALY,44 40 N 010 20 E,44.67,10.33,4/21/1945,BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,HORNUM,54.8,8.3,8/12/1940,SEAPLANE STA,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,HOMBERG,51.47,6.63,10/25/1944,SYN OIL PLANT OF GEWER,SYNTHETIC OIL REFINERIES
GREAT BRITAIN,GERMANY,WESEL,51.65,6.62,10/10/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ROMANIA,BUCHAREST,44.42,26.1,7/3/1944,MALAXA LOCOMOTIVE WORK,R.R. MANUFACTURING WORKS AND ROUNDHOUSES
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,7/25/1940,SUB PENS,SUBMARINE PENS AND YARDS
USA,GERMANY,MAGDEBURG,52.13,11.63,9/28/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,ANGITOLA RIVER,38.75,16.17,8/8/1943,ROAD BRIDGE,BRIDGES
GREAT BRITAIN,HOLLAND OR NETHERLANDS,DEN HELDER,52.97,4.77,12/23/1942,NAVAL DOCK YARDS,NAVAL INSTALLATIONS
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,11/30/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,VEGESACK,53.18,8.62,6/25/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,HUNGARY,ALMASFUZITO,46.85,18.3,8/9/1944,OIL REFINERY,OIL REFINERIES
GREAT BRITAIN,GERMANY,WILHELMSHAVEN,53.53,8.13,7/20/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,EINDHOVEN,51.43,5.47,7/28/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,FRANCE,DUNKERQUE,51.03,2.37,10/1/1940,HARBOR,PORTS AND HARBORS
GREAT BRITAIN,BELGIUM,OSTENDE,51.22,2.95,12/15/1941,DOCKS,PORTS AND HARBORS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ROTTERDAM,51.92,4.47,3/14/1941,OIL STORAGE,OIL STORAGE FACILITIES AND OTHER OIL INSTALLATIONS
USA,FRANCE,ST LO,49.12,-1.08,7/25/1944,TROOP CONCENTRATION,TROOP CONCENTRATIONS
USA,ITALY,NAPLES,40.67,14,1/11/1943,HARBOR,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,12/16/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,LE HAVRE,49.5,6,9/11/1941,INNER DOCKS,PORTS AND HARBORS
USA,ITALY,NAPLES,40.67,14,4/28/1943,HARBOR,PORTS AND HARBORS
USA,ITALY,CHIVASSO,45.18,7.88,12/1/1944,RR BRIDGE,BRIDGES
USA,CZECHOSLOVAKIA,LIBIS,50.3,14.5,3/22/1945,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,GERMANY,LANDSHUT,48.45,12.17,7/21/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,HILDESHEIM,52.15,9.97,10/12/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,FANO,43.83,13.03,4/20/1944,RR BRIDGE,BRIDGES
GREAT BRITAIN,HOLLAND OR NETHERLANDS,EINDHOVEN,51.43,5.47,12/4/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,PASING,48.13,11.47,4/19/1945,TRANSFORMER STATON,"""PUBLIC UTILITIES - ELECTRIC LIGHT AND POWER COMPANIES",  GAS COMPANIES, TELEPHONE COMPANIES,"  WATER COMPANIES.  """
GREAT BRITAIN,FRANCE,BREST,48.4,-4.5,4/3/1941,NAVAL INSTALLATIONS,NAVAL INSTALLATIONS
USA,ITALY,POTENZA,40.63,15.8,9/7/1943,RAILROADS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,1/22/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,AIRE SUR LA LYS,50.02,1.5,8/8/1944,FUEL DEPOT,OIL STORAGE FACILITIES AND OTHER OIL INSTALLATIONS
USA,GERMANY,BISCHOFSHEIM,50.4,10.02,12/4/1944,RAILROAD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,DUISBERG,51.43,6.75,11/23/1940,INLAND PORT,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,DARMSTADT,49.87,8.65,8/25/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,7/3/1941,DESCHIMAG U BOAT,SUBMARINE PENS AND YARDS
USA,ITALY,PINZANO,46.2,12.93,11/16/1944,RAIL INSTALLATIONS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,FIDENZA,44.87,10.05,4/22/1945,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,BRESCIA,45.55,10.25,4/22/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,LUBECK,53.87,10.67,8/31/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,VENLOO,51.37,6.15,1/28/1944,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,4/9/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,ORTE,42.47,12.4,6/6/1944,ROAD BRIDGE,BRIDGES
USA,ITALY,CATANIA,37.52,15.08,7/18/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,KAMEN,51.6,7.65,9/11/1944,SYN OIL PLANT,SYNTHETIC OIL REFINERIES
USA,ITALY,46 20 N 010 00 E,46.33,10,4/23/1945,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
USA,ITALY,CAMPODAZZO,46.55,11.4,4/11/1945,RR BRIDGE,BRIDGES
USA,ITALY,44 00 N 009 40 E,44,9.67,4/23/1945,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
USA,YUGOSLAVIA,OBER DRAUBURG,46.6,15.03,4/5/1945,RR BRIDGE,BRIDGES
GREAT BRITAIN,HOLLAND OR NETHERLANDS,TEXEL ISLAND,52.53,13.42,6/12/1941,AERODROME,AIR FIELDS AND AIRDROMES
USA,ITALY,LA SPEZIA,44.1,9.83,5/19/1944,RAILROAD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,FRANCE,NANTES,47.22,-1.53,7/16/1944,BRIDGE,BRIDGES
GREAT BRITAIN,BELGIUM,ANTWERP,51.22,4.42,9/20/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,HOLLAND OR NETHERLANDS,DEN HELDER,52.97,4.77,4/28/1941,DE KOOY AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,FROSINONE,41.63,13.37,5/17/1944,ROAD JUNC,HIGHWAYS AND VEHICLES
GREAT BRITAIN,FRANCE,ST BRIEUC,48.52,-2.77,3/20/1941,AD,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,8/4/1942,BUILDINGS,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,6/18/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,HOPPEGARTEN,52.52,13.7,3/6/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,DRESDEN,51.05,13.75,2/14/1945,RR CENTER,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,COMISO,36.93,14.6,7/7/1943,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,HOLLAND OR NETHERLANDS,EINDHOVEN,51.43,5.47,7/2/1941,AIRDROME,AIR FIELDS AND AIRDROMES
USA,YUGOSLAVIA,SEBENICO,43.73,15.88,11/16/1943,SHIPPING,SHIPS
GREAT BRITAIN,FRANCE,CALAIS,50.97,1.87,10/26/1940,DOCKS BARGES SHIPPING,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,BOCHOLT,51.83,6.62,10/10/1941,SEARCHLIGHTS,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
GREAT BRITAIN,FRANCE,ORLEANS,47.9,1.9,8/22/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,HOMBURG,47.93,8.93,6/1/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,YUGOSLAVIA,BROD,45.15,18.02,8/9/1944,R R,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,GERMANY,GIESSEN,50.6,8.68,3/1/1945,ORD DEPOT,SUPPLY DUMPS AND WAREHOUSES
GREAT BRITAIN,GERMANY,SOLINGEN,51.17,7.1,3/12/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,HOLLAND OR NETHERLANDS,51 40 N 006 20 E,51.67,6.33,3/24/1945,GP,GUN EMPLACEMENTS
GREAT BRITAIN,FRANCE,LAVAL,48.02,-1.48,6/9/1944,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,DOCOMANO,43.88,11.55,7/1/1944,R R BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,WILHELMSHAVEN,53.53,8.13,6/22/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,8/12/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,HANNOVER,52.38,9.73,7/14/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,44 20 N 009 40 E,44.33,9.67,4/24/1945,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
GREAT BRITAIN,GERMANY,ROSTOCK,54.08,12.13,4/26/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,WESEL,51.65,6.62,1/9/1941,DOCKS,PORTS AND HARBORS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,DEELEN,52.1,5.88,3/30/1944,AD,AIR FIELDS AND AIRDROMES
USA,ITALY,PORTO EMPEDOCLE,37.28,13.5,5/25/1943,DOCK,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,EMMERICH,51.82,6.25,12/12/1941,FUEL TANKS,OIL STORAGE FACILITIES AND OTHER OIL INSTALLATIONS
USA,ITALY,45 00 N 009 20 E,45,9.33,4/10/1945,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
GREAT BRITAIN,FRANCE,CALAIS,50.97,1.87,11/26/1940,DOCKS BARGES SHIPPING,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,HANNOVER,52.38,9.73,11/21/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,LANGEOOG,53.75,7.5,7/19/1941,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,FRANCE,MELUN,48.53,2.65,6/25/1944,AIRDROME,AIR FIELDS AND AIRDROMES
USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67,3/24/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,FALKENBURG,53.53,16.02,4/18/1945,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,45 00 N 011 00 E,45,11,3/6/1945,BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,2/11/1941,A C FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,1/23/1943,BUILDINGS,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,ST NAZAIRE,47.28,-2.2,3/22/1943,HARBOR INSTALLATION,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,HANAU,50.13,8.93,10/8/1940,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,ITRI,41.28,13.53,5/6/1944,AMMO FUEL DUMP,SUPPLY DUMPS AND WAREHOUSES
GREAT BRITAIN,BELGIUM,ANTWERP,51.22,4.42,11/28/1940,DOCKS BARGES SHIPPING,PORTS AND HARBORS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ROTTERDAM,51.92,4.47,5/2/1941,OIL STORAGE,OIL STORAGE FACILITIES AND OTHER OIL INSTALLATIONS
GREAT BRITAIN,GERMANY,SOEST,51.57,8.1,8/8/1940,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
GREAT BRITAIN,BELGIUM,ANTWERP,51.22,4.42,9/1/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,FRANCE,ST OMER,50.75,2.25,12/7/1940,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,44 20 N 009 00 E,44.33,9,4/25/1945,LIGHT,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
GREAT BRITAIN,GERMANY,RHEINHAUSEN,51.42,6.7,12/20/1943,KRUPP STEEL WORKS,"""IRON AND STEEL PRODUCTION FACILITIES",  BLAST FURNACES,  BOILER SHOPS,  FORGES,  FOUNDRIES, STEEL WORKS,"  ROLLING-MILLS """
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,10/26/1940,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,9/23/1940,SIEMENSTADT ELEC ENG W,ELECTRICAL PRODUCTS MFG. PLANTS
USA,FRANCE,BREST,48.4,-4.5,9/1/1944,STRONG POINTS,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
USA,PANTELLARIA,PANTELLERIA,36.75,12,5/10/1943,HARBOR,PORTS AND HARBORS
USA,ITALY,46 20 N 011 00 E,46.33,11,4/29/1945,FIRE,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
USA,GERMANY,BIELEFELD,52.03,8.53,2/24/1945,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,STADE,53.62,9.47,4/9/1945,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,3/26/1942,BUILDINGS,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,ROSTOCK,54.08,12.13,5/8/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,CANINO,42.47,11.75,2/28/1944,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,CZECHOSLOVAKIA,PILSEN,49.75,13.37,4/16/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,LA PALLICE,46.17,-1.23,7/23/1941,SCHARNHORST,SHIPS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,HAAMSTEDE,51.7,3.73,11/12/1940,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,COLLEPEPE,42.92,12.4,6/12/1944,RD BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,COBLENZ,50.35,7.6,2/7/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,CERVETERI,41.9,12.47,10/20/1943,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,4/13/1945,SUB YARDS,SUBMARINE PENS AND YARDS
GREAT BRITAIN,GERMANY,WIESBADEN,50.07,8.23,2/2/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,LUDWIGSHAFEN,49.47,8.45,8/9/1940,GEBR ALUMINUM WORKS,ALUMINUM PRODUCTION FACILITIES
GREAT BRITAIN,GERMANY,BRANDENBURG,52.4,12.52,10/29/1940,AIRDROME,AIR FIELDS AND AIRDROMES
USA,GERMANY,RUHLAND,51.48,13.88,6/21/1944,SCWARTZHEIDE SYN OIL,SYNTHETIC OIL REFINERIES
GREAT BRITAIN,GERMANY,NARRENTHAL,,,3/23/1941,HUSUM AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,HOLLAND OR NETHERLANDS,SOESTERBERG,52.12,5.3,4/15/1942,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,ERFURT,50.97,11.03,3/15/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,DARMSTADT,49.87,8.65,9/8/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,HAAMSTEDE,51.7,3.73,8/29/1941,AIRDROME,AIR FIELDS AND AIRDROMES
