COUNTRY_FLYING_MISSION,TGT_COUNTRY,TGT_LOCATION,LATITUDE,LONGITUDE,MSNDATE,TGT_TYPE,TGT_INDUSTRY
GREAT BRITAIN,GERMANY,NEUMUNSTER,54.08,10,4/15/1941,AIRDROME,78
GREAT BRITAIN,GERMANY,NIENBURG,52.63,9.22,2/11/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,12/23/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,HAGEN,51.37,7.47,12/2/1944,BLDG,2
USA,ITALY,45 00 N 009 20 E,45,9.33,4/25/1945,MOTOR TRANSPORT,65
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,3/29/1943,BUILDINGS,2
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,5/20/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,1/2/1944,CITY AREA,2
USA,AUSTRIA,NEUBERG,47.65,15.58,3/24/1945,AIR DROME,78
USA,AUSTRIA,VIENNA,48.2,16.37,2/14/1945,OIL REFINERY,50
USA,ITALY,ALA,45.75,11.03,1/15/1945,R R BRIDGE,61
USA,ITALY,44 20 N 007 40 E,44.33,7.67,3/31/1945,MOTOR TRANSPORT,65
USA,FRANCE,FOLLIGNY,48.82,-1.42,6/7/1944,MARSHALLING YARD,63
GREAT BRITAIN,FRANCE,CALAIS,50.97,1.87,9/29/1940,DOCKS BARGES SHIPPING,71
USA,GERMANY,LECHFELD,48.17,10.87,3/18/1944,AIRDROME,78
USA,ITALY,LA SPEZIA,44.1,9.83,4/18/1943,NAVAL INSTALLATIONS,70
GREAT BRITAIN,FRANCE,LISIEUX,49.13,0.23,8/19/1940,AIRDROME,78
GREAT BRITAIN,FRANCE,BREST,48.4,-4.5,4/3/1941,NAVAL INSTALLATIONS,70
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,6/7/1944,CITY AREA,2
USA,ITALY,43 20 N 011 00 E,43.33,11,6/21/1944,SUPPLY DUMP,83
USA,GERMANY,GESEKE,51.63,8.5,3/12/1945,MARSHALLING YARD,63
GREAT BRITAIN,HOLLAND OR NETHERLANDS,DEN HELDER,52.97,4.77,6/12/1941,DDCKS CANALS BARGES,71
USA,GERMANY,HANNMUNDEN,51.43,9.68,3/30/1945,STGE DEPOT,83
GREAT BRITAIN,GERMANY,NARRENTHAL,,,9/5/1940,HUSUM AIRDROME,78
GREAT BRITAIN,GERMANY,RENDSBURG,54.32,9.67,4/23/1945,RAILWAY CENTER,63
USA,ITALY,CASTEL S PIETRO,44.38,11.6,10/18/1944,STORAGE DEPOT,83
GREAT BRITAIN,FRANCE,ST OMER,50.75,2.25,9/4/1940,AIRDROME,78
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,11/26/1940,IND POWER,3
USA,ITALY,TAORMINA,37.85,15.28,7/9/1943,SANDOMCENICO GPO HQS H,80
USA,ITALY,UNKNOWN,,,9/2/1943,GP,82
USA,ITALY,AVISIO,46.28,11.42,12/26/1944,VIADUCT,61
USA,GERMANY,BRUNSWICK,52.25,10.5,4/26/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,NORDERNEY,53.72,7.15,9/5/1940,AIRDROME,78
USA,ITALY,PORTO D ASCOLI,42.92,13.92,2/15/1944,RR,63
USA,ITALY,45 40 N 007 00 E,45.67,7,8/10/1943,MOTOR TRANSPORT,65
GREAT BRITAIN,BELGIUM,LIEGE,50.63,5.58,2/12/1943,STEEL WORK,39
GREAT BRITAIN,GERMANY,DUISBURG,51.43,6.75,10/9/1940,CITY AREA,2
USA,ITALY,45 20 N 011 40 E,45.33,11.67,4/5/1945,RR BRIDGE,61
GREAT BRITAIN,GERMANY,MAGDEBURG,52.13,11.63,10/15/1940,ROTHENSEE POWER STA,3
USA,GERMANY,MUNICH,48.13,11.58,11/3/1944,MARSHALLING YARD,63
USA,ITALY,SAN SEVERINO,43.22,13.2,9/23/1943,GUN EMPLACEMENT,82
GREAT BRITAIN,GERMANY,BORKUM,53.6,6.67,10/31/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,KREFELD,51.33,6.37,1/4/1944,DEAG STEEL ROLLING MIL,39
GREAT BRITAIN,GERMANY,STRALSUND,54.3,13.1,9/19/1941,AIRDROME,78
USA,YUGOSLAVIA,NOVI SAD,45.27,19.83,9/21/1944,BRIDGE,61
GREAT BRITAIN,GERMANY,HALTERN,51.73,7.17,9/25/1940,CANAL,66
GREAT BRITAIN,GERMANY,FRANKFURT AM MAIN,50.1,8.67,9/12/1941,MARSHALLING YARD,63
GREAT BRITAIN,GERMANY,WESERMUENDE,53.08,8.72,9/15/1941,AIRFIELD,78
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,5/8/1941,RAILROAD,63
USA,YUGOSLAVIA,PODGORICA,42.43,19.28,11/5/1944,TROOP CONCENTRATIONS,81
GREAT BRITAIN,GERMANY,SYTHEN,51.78,7.2,3/20/1945,FACTORY,9
GREAT BRITAIN,GERMANY,MELDORF,54.12,9.08,9/15/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,DUISBERG,51.43,6.75,10/16/1941,ANTI AIRCRAFT BATTERY,82
USA,ITALY,FOSSOMBRONE,43.68,12.77,6/5/1944,MARSHALLING YARDS,63
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,7/7/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,GOTHA,50.95,10.72,11/9/1944,CITY AREA,2
USA,HUNGARY,46 40 N 017 00 E,46.67,17,11/19/1944,BRIDGE,61
USA,ITALY,COSENZA,39.27,16.25,8/31/1943,RR BRIDGES,61
GREAT BRITAIN,FRANCE,CHERBOURG,49.63,-1.62,10/23/1940,MANPERTUS AD,78
GREAT BRITAIN,FRANCE,VITRY EN ARTOIS,50.33,2.98,3/2/1942,AIRDROME,78
GREAT BRITAIN,CZECHOSLOVAKIA,PILSEN,49.75,13.37,5/13/1943,SKODA ARMS WORKS,20
USA,GERMANY,52 00 N 007 40 E,52,7.67,3/24/1945,GP,82
USA,ITALY,PADOVA,45.38,11.9,12/31/1944,RR YARD,63
GREAT BRITAIN,GERMANY,BRUNSWICK,52.25,10.5,9/16/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,5/16/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,HERRINGEN,,,10/12/1940,TOWN AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,OLDEBROEK,52.45,5.87,10/29/1940,AIRDROME,78
GREAT BRITAIN,GERMANY,HAGE,53.62,7.27,8/19/1940,AIRDROME,78
GREAT BRITAIN,GERMANY,LEER,53.25,7.47,1/4/1942,CITY AREA,2
USA,ITALY,44 20 N 010 20 E,44.33,10.33,4/17/1945,MOTOR TRANSPORT,65
USA,ITALY,RANDAZZO,37.7,14.93,8/6/1943,TROOP CONCENTRATIONS,81
USA,GERMANY,BAD MUNSTER,49.82,7.85,10/8/1944,BRIDGE,61
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,10/8/1940,BLAST FURNACES,39
GREAT BRITAIN,HOLLAND OR NETHERLANDS,VENLOO,51.37,6.15,7/25/1942,AIRDROME,78
USA,GERMANY,50 20 N 007 00 E,50.33,7,2/14/1945,M Y,63
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ENSCHEDE,52.3,6.88,3/30/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,TRIER,49.77,6.65,4/24/1944,CITY AREA,2
USA,ITALY,CALLIANO,45,8.25,1/30/1945,RR BRIDGE,61
USA,YUGOSLAVIA,NIS,43.32,21.9,9/8/1944,MARSHALLING YARDS,63
GREAT BRITAIN,GERMANY,BORKUM,53.6,6.67,9/20/1941,CITY AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,EINDHOVEN,51.43,5.47,12/9/1940,AIRDROME,78
GREAT BRITAIN,GERMANY,BRANDENBURG,52.4,12.52,1/17/1943,CITY AREA,2
USA,ITALY,45 40 N 010 40 E,45.67,10.67,4/25/1945,AREA,2
GREAT BRITAIN,GERMANY,HALTERN,51.73,7.17,9/6/1941,CITY AREA,2
USA,GERMANY,DEGGENDORF,48.83,12.97,4/20/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,HANNOVER,52.38,9.73,10/30/1940,CITY AREA,2
GREAT BRITAIN,ITALY,TURIN,45.07,7.68,11/29/1942,CITY AREA,2
USA,GERMANY,DEDELSTORF,52.7,10.5,4/4/1945,AIRDROME,78
GREAT BRITAIN,FRANCE,PAUILLAC,100.65,1000.65,8/27/1940,OIL DEPOT,53
GREAT BRITAIN,GERMANY,HAMBORN,51.47,6.78,1/9/1941,RAILWAY JUNCTION,63
GREAT BRITAIN,GERMANY,COBLENZ,50.35,7.6,7/23/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,OLDENBURG,53.95,13.56,10/20/1941,MARSHALLING YARDS,63
GREAT BRITAIN,FRANCE,ST QUENTIN,50.63,2.37,11/11/1940,AIRDROME,78
GREAT BRITAIN,GERMANY,DORTMUND,51.52,7.45,3/1/1943,CITY AREA,2
USA,ITALY,MODENA,44.67,10.92,2/23/1945,BRIDGE,61
USA,ITALY,BRONTE,37.77,14.83,8/4/1943,TROOP CONCENTRATIONS,81
USA,ITALY,BRENNERO,47.02,11.5,11/7/1944,MARSHALLING YARDS,63
GREAT BRITAIN,BELGIUM,OSTENDE,51.22,2.95,9/7/1940,DOCKS,71
GREAT BRITAIN,FRANCE,BOULOGNE,46.79,-1.32,1/10/1942,DOCKS,71
GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78,9/5/1943,CITY AREA,2
GREAT BRITAIN,GERMANY,GELSENKIRCHEN,51.5,7.08,3/10/1942,CITY AREA,2
USA,GERMANY,BUTZBACH,50.43,8.67,3/9/1945,TOWN,2
USA,ITALY,ADRANO,37.65,14.85,8/6/1943,R R JUNCTIONS,63
USA,ITALY,MESTRO,45.48,12.25,6/13/1944,MARSHALLING YARDS,63
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,10/20/1943,CITY AREA,2
GREAT BRITAIN,GERMANY,HOMBERG,51.47,6.63,9/26/1944,SYN OIL PLANT OF GEWER,52
USA,ITALY,FANO,43.83,13.03,3/28/1944,RR BRIDGE,61
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,9/20/1940,W OF ALTE BINNENHAFEN,53
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ALKMAAR,52.63,4.77,10/29/1941,AIRDROME,78
GREAT BRITAIN,FRANCE,BORDEAUX,44.83,-0.57,4/23/1944,A C FACTORY,11
USA,HUNGARY,SZOMBATHELY,47.23,16.62,8/7/1944,AIRDROME,78
USA,GERMANY,BULLAY,50.05,7.13,3/2/1945,BRIDGE,61
GREAT BRITAIN,GERMANY,BRUNSWICK,52.25,10.5,8/13/1940,FLAK POSITIONS,82
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ENSCHEDE,52.3,6.88,7/25/1942,AIRDROME,78
GREAT BRITAIN,HOLLAND OR NETHERLANDS,DOMBURG,51.57,3.5,9/23/1944,GUN EMPLACEMENTS,82
GREAT BRITAIN,GERMANY,DUMMER LAKE,52.5,8.33,10/16/1940,HIWAY,65
USA,ITALY,44 00 N 009 20 E,44,9.33,11/27/1943,RAIL LINE,63
GREAT BRITAIN,BELGIUM,BRUSSELS,50.87,4.37,9/12/1940,AIRDROME,78
USA,ITALY,MOTTA DI LIVENZA,45.8,12.62,11/7/1944,BRDG,61
GREAT BRITAIN,FRANCE,ST OMER,50.75,2.25,8/12/1941,MARSHALLING YARD,63
GREAT BRITAIN,GERMANY,HARBURG,53.48,9.97,9/11/1940,CITY AREA,2
GREAT BRITAIN,GERMANY,WITTEN,51.43,7.33,1/1/1944,BLAST FURNACE,39
GREAT BRITAIN,GERMANY,PAPENBURG,53.1,7.42,8/14/1941,CITY AREA,2
USA,ITALY,BRESSANONE,46.72,11.63,4/9/1945,BRIDGES,61
GREAT BRITAIN,FRANCE,DUNKERQUE,51.03,2.37,3/13/1942,HARBOR,71
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,9/5/1940,MONKEBERG OIL STORAGE,53
GREAT BRITAIN,HOLLAND OR NETHERLANDS,VENLOO,51.37,6.15,10/12/1941,AIRDROME,78
USA,ITALY,ENEGO,45.95,11.72,12/2/1944,R R BRIDGE,61
GREAT BRITAIN,GERMANY,STOLZENAU,52.53,9.05,12/17/1942,CITY AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,DELFZIJL,53.35,6.92,9/8/1940,RLWY JUNCTION,63
USA,ITALY,CALATO,36.47,28.33,10/9/1943,AIRDROME,78
USA,ITALY,CASSINO,41.48,13.82,10/21/1943,TROOP CONCENTRATIONS,81
GREAT BRITAIN,FRANCE,BREST,48.4,-4.5,2/10/1942,SHIPPING,73
GREAT BRITAIN,HOLLAND OR NETHERLANDS,LEEUWARDEN,53.22,5.8,12/11/1941,AIRDROME,78
GREAT BRITAIN,FRANCE,BOULOGNE,46.79,-1.32,9/18/1940,DOCKS,71
USA,GERMANY,ERKNER,52.43,13.77,3/6/1944,V K F BEARING MFG PLAN,32
GREAT BRITAIN,GERMANY,MUNCHEN GLADBACH,51.2,6.42,4/8/1943,CITY AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,LEEUWARDEN,53.22,5.8,8/31/1940,AIRDROME,78
GREAT BRITAIN,NORWAY,STAVANGER,58.97,5.77,1/6/1942,STAV SOLA SEA STA,78
USA,GERMANY,GUNZBURG,48.45,10.28,4/19/1945,MARSHALLING YARD,63
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,6/21/1944,CITY AREA,2
GREAT BRITAIN,FRANCE,LORIENT,47.75,-3.35,11/14/1940,HARBOR INSTALLATIONS,71
GREAT BRITAIN,HOLLAND OR NETHERLANDS,HAAMSTEDE,51.7,3.73,9/16/1940,AIRDROME,78
GREAT BRITAIN,HOLLAND OR NETHERLANDS,OOSTVOORNE,51.92,4.1,4/4/1941,AERODROME,78
USA,AUSTRIA,KLAGENFURT,46.63,14.3,11/30/1944,CITY AREA,2
GREAT BRITAIN,FRANCE,CALAIS,50.97,1.87,9/17/1941,DOCKS BARGES SHIPPING,71
GREAT BRITAIN,FRANCE,GOSNAY,50.5,2.6,8/12/1941,POWER STATION,3
USA,ITALY,UNKNOWN,,,12/31/1944,ROAD,65
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,8/8/1944,CITY AREA,2
USA,ITALY,ORVIETO,42.72,12.12,5/27/1944,BRIDGE,61
GREAT BRITAIN,GERMANY,MANNHEIM,49.48,8.47,5/10/1944,CITY AREA,2
USA,ITALY,CASTELLO,45.25,8.72,3/28/1945,RR,63
GREAT BRITAIN,GERMANY,HELIGOLAND,54.18,7.92,9/30/1941,FLAK BATTERY,82
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,8/2/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,CUXHAVEN,53.88,8.7,10/12/1941,CITY AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,VUGHT,51.65,5.3,10/12/1940,AIRDROME,78
GREAT BRITAIN,GERMANY,WANNE EICKEL,51.52,7.17,11/22/1940,SYN OIL KRUPP TRBSTFWR,52
USA,ITALY,GRICIGLIANA,44.13,11.17,6/13/1944,BRIDGE,61
USA,ITALY,CASSINO,41.48,13.82,12/2/1943,GUN POSITIONS,82
USA,ITALY,RIMINI,44.05,12.57,4/24/1944,RR BRIDGE,61
GREAT BRITAIN,FRANCE,LE HAVRE,49.5,6,2/25/1941,INNER DOCKS,71
USA,GERMANY,48 00 N 012 40 E,48,12.67,1/20/1945,BRIDGE,61
GREAT BRITAIN,GERMANY,AACHEN,50.78,6.08,4/1/1944,CITY AREA,2
USA,FRANCE,ORLEANS,47.9,1.9,6/8/1944,BRIDGE,61
GREAT BRITAIN,BELGIUM,ANTWERP,51.22,4.42,9/22/1940,DOCKS BARGES SHIPPING,71
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,11/5/1940,CITY AREA,2
GREAT BRITAIN,GERMANY,WESERMUNDE,53.08,8.72,8/17/1940,FACTORY,9
USA,ITALY,FAENZA,44.28,11.87,1/22/1944,HDQ OBSERVATION POST,80
USA,AUSTRIA,VIENNA,48.2,16.37,9/10/1944,GOODS DEPOT,83
USA,ITALY,CASTELVETRANO,37.67,12.78,6/15/1943,AIRDROME,78
USA,CZECHOSLOVAKIA,48 00 N 008 20 E,43,0.33,10/14/1944,BRIDGE,61
USA,HUNGARY,SZEGED,46.23,20.13,6/2/1944,MARSHALLING YARDS,63
GREAT BRITAIN,GERMANY,HANNOVER,52.38,9.73,11/5/1940,CITY AREA,2
USA,AUSTRIA,KLAGENFURT,46.63,14.3,12/10/1944,RR,63
GREAT BRITAIN,GERMANY,MUNCHEN GLADBACH,51.55,6.42,8/15/1940,MANUFACTURING,9
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,8/11/1941,BUILDINGS,2
GREAT BRITAIN,GERMANY,KREFELD,51.33,6.37,11/16/1943,DEAG STEEL ROLLING MIL,39
GREAT BRITAIN,FRANCE,DUNKERQUE,51.03,2.37,9/16/1940,HARBOR,71
USA,ITALY,ARTENA,41.72,12.92,1/31/1944,CITY AREA,2
USA,GERMANY,MARIENBURG,52.11,9.98,3/31/1945,MT,65
USA,TUNISIA,EL GUETTAR,34.33,8.92,1/1/1943,MOTOR TRANSPORT,65
GREAT BRITAIN,FRANCE,NANTES,47.22,-1.53,2/4/1941,CHATEAU BOUGON A D,78
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,4/19/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,COBLENZ,50.35,7.6,10/26/1940,AIR DROME,78
GREAT BRITAIN,GERMANY,HEILBRONN,49.14,9.22,10/12/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,ESENS,53.65,7.62,6/1/1942,CITY AREA,2
USA,ITALY,GIAROLE,44.75,10.18,8/24/1944,FUEL DUMP,83
GREAT BRITAIN,FRANCE,EVREUX,49.02,1.17,12/11/1940,AIR DROME,78
GREAT BRITAIN,FRANCE,GOSNAY,50.5,2.6,11/8/1941,CHEMICAL WORKS,43
USA,YUGOSLAVIA,46 40 N 015 00 E,46.67,15,10/13/1944,BRIDGE,61
GREAT BRITAIN,FRANCE,FERFAY,50.52,2.42,7/24/1944,TOWN AREA,2
GREAT BRITAIN,FRANCE,BREST,48.4,-4.5,12/15/1941,SHIPPING,73
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,11/27/1940,CITY AREA,2
GREAT BRITAIN,GERMANY,SALZBERGEN,52.33,7.35,10/15/1940,CITY AREA,2
GREAT BRITAIN,GERMANY,AACHEN,50.78,6.08,2/24/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,MONHEIM,51.08,6.88,12/22/1940,SEARCHLIGHT,80
GREAT BRITAIN,FRANCE,BREST,48.4,-4.5,8/22/1940,AIRDROME,78
GREAT BRITAIN,GERMANY,HANNOVER,52.38,9.73,6/23/1941,ARADO AC PL AIRFIELD,78
USA,ITALY,AVISIO,46.28,11.42,9/13/1944,VIADUCT,61
GREAT BRITAIN,FRANCE,CHERBOURG,49.63,-1.62,9/11/1941,DOCKS BARGES SHIPPING,71
USA,ROMANIA,PLOESTI,44.93,26.05,8/17/1944,OIL REFINERY,50
GREAT BRITAIN,HOLLAND OR NETHERLANDS,TERSCHELLING,100.65,1000.65,9/20/1941,GUN POSITION,82
GREAT BRITAIN,FRANCE,BERNAY,49.1,0.6,7/27/1941,AIRDROME,78
GREAT BRITAIN,FRANCE,LILLE,50.63,3.07,7/3/1941,AIRDROME,78
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ROTTERDAM,51.92,4.47,8/2/1940,AERODROME,78
USA,AUSTRIA,SAAK,46.62,13.62,12/17/1944,CITY AREA,2
GREAT BRITAIN,FRANCE,LORIENT,47.75,-3.35,12/7/1941,HARBOR INSTALLATIONS,71
USA,AUSTRIA,MATZLEINSDORF,48.18,16.35,2/15/1945,MARSHALLING YARDS,63
GREAT BRITAIN,FRANCE,SIRACOURT,50.37,2.27,7/6/1944,CITY AREA,2
USA,AUSTRIA,KNITTELFELD,47.22,14.82,3/2/1945,MARSHALLING YARDS,63
GREAT BRITAIN,GERMANY,HELIGOLAND,54.18,7.92,5/10/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,5/14/1944,CITY AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,DEN HELDER,52.97,4.77,2/10/1941,DE KOOY AIRDROME,78
USA,ITALY,GENOA,44.4,8.95,9/3/1944,PONTOON BRIDGE,61
USA,ITALY,TOMBA DI PESARO,43.9,12.75,11/8/1944,R R BRIDGE,61
USA,CZECHOSLOVAKIA,49 40 N 009 00 E,49.67,9,12/16/1944,BLDGS,2
USA,GERMANY,46 40 N 014 00 E,46.67,14,4/25/1945,RAILROAD BRIDGE,61
GREAT BRITAIN,GERMANY,HEMMINGSTEDT,54.13,9.07,3/20/1945,OIL REF,51
USA,HUNGARY,46 00 N 018 40 E,46,18.67,8/29/1944,CITY AREA,2
USA,ITALY,46 00 N 012 40 E,46,12.67,4/9/1945,MOTOR TRANSPORT,65
USA,FRANCE,49 00 N 006 20 E,49,6.33,9/11/1944,STRONG POINTS,80
GREAT BRITAIN,GERMANY,HANNOVER,52.38,9.73,12/30/1944,CITY AREA,2
GREAT BRITAIN,ITALY,TURIN,45.07,7.68,9/10/1941,ARSENAL,83
USA,AUSTRIA,VIENNA,48.2,16.37,10/17/1944,SAUERWERKE ENG PLANT,21
GREAT BRITAIN,GERMANY,UNKNOWN,45.95,7.97,10/24/1940,MARSHALLING YARD,63
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,10/20/1941,CITY AREA,2
GREAT BRITAIN,BELGIUM,KEERBERGEN,51,4.63,6/27/1941,AIRDROME,78
GREAT BRITAIN,GERMANY,MAGDEBURG,52.13,11.63,3/24/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,GELSENKIRCHEN,51.5,7.08,9/29/1943,UNIENTIFIED TARGET,1
GREAT BRITAIN,FRANCE,LE HAVRE,49.5,6,9/6/1944,STRONG POINTS,86
GREAT BRITAIN,GERMANY,DUSSELDORF,51.22,6.78,9/29/1940,CITY AREA,2
USA,ITALY,FIDENZA,44.87,10.05,7/6/1944,BRIDGE,61
GREAT BRITAIN,GERMANY,DUISBURG,51.43,6.75,8/11/1941,CITY AREA,2
USA,BELGIUM,BRUGES,51.03,3.23,5/28/1944,ST MICHIEL NAVAL RDF H,80
GREAT BRITAIN,FRANCE,BOULOGNE,46.79,-1.32,9/17/1940,DOCKS,71
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,8/16/1944,CITY AREA,2
USA,ITALY,PALERMO,38.1,13.33,4/5/1943,HARBOR,71
GREAT BRITAIN,GERMANY,VECHTA,52.73,8.28,7/23/1942,AIRDROME,78
GREAT BRITAIN,BELGIUM,OSTENDE,51.22,2.95,9/23/1940,DOCKS,71
USA,FRANCE,FALAISE,48.9,-0.2,6/7/1944,BATTLE APEA,80
USA,ROMANIA,BUZAU,45.13,26.8,8/6/1944,AIRFIELD,78
GREAT BRITAIN,BELGIUM,ZEEBRUGGE,51.32,3.2,5/31/1943,COKE OVENS,39
GREAT BRITAIN,FRANCE,CALAIS,50.97,1.87,3/30/1941,DOCKS BARGES SHIPPING,71
GREAT BRITAIN,GERMANY,DUISBURG,51.43,6.75,1/21/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,HAMM,51.67,7.8,8/29/1940,CITY AREA,2
GREAT BRITAIN,GERMANY,DUISBURG,51.43,6.75,3/10/1944,CITY AREA,2
USA,ITALY,45 00 N 010 00 E,45,10,4/24/1945,TACTICAL TARGET,80
GREAT BRITAIN,GERMANY,GELSENKIRCHEN,51.5,7.08,7/25/1940,CITY AREA,2
GREAT BRITAIN,ITALY,GENOA,44.4,8.95,9/10/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,3/4/1945,BUILDINGS,2
USA,ITALY,44 40 N 010 20 E,44.67,10.33,4/19/1945,RIVER CROSSING,66
GREAT BRITAIN,GERMANY,ELBERFELD,51.25,7.05,2/8/1944,CITY AREA,2
USA,ITALY,NAPLES,40.67,14,9/9/1943,MARSHALLING YARD,63
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ROTTERDAM,51.92,4.47,3/23/1941,OIL STORAGE,53
GREAT BRITAIN,FRANCE,LORIENT,47.75,-3.35,3/25/1942,HARBOR INSTALLATIONS,71
USA,ITALY,CHIUSAFORTE,46.4,13.32,2/20/1945,BRIDGE,61
USA,GERMANY,ALLACH,48.17,11.58,6/9/1944,BMW AERO ENG PLANT,13
USA,ITALY,44 40 N 011 00 E,44.67,11,4/21/1945,ROAD,65
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,6/22/1943,CITY AREA,2
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,10/24/1940,SUD FRUCHTSHUPP WAREHO,83
USA,ITALY,LATISANA,45.77,13.02,9/4/1944,RR BRIDGE,61
USA,ITALY,LANGHIRANO,44.62,10.3,7/6/1944,R R BRIDGE,61
GREAT BRITAIN,GERMANY,HANNOVER,52.38,9.73,8/2/1940,ARADO AC PL AIRFIELD,78
GREAT BRITAIN,BELGIUM,ZEEBRUGGE,51.32,3.2,1/11/1941,DOCKS CANALS BARGES,71
USA,ITALY,LAURIA,40.05,15.8,9/8/1943,ROAD,65
USA,YUGOSLAVIA,BOROVNJAK,43.27,20.82,8/27/1944,BRIDGE,61
USA,ITALY,44 20 N 010 20 E,44.33,10.33,4/6/1945,STATIONARY LIGHT,80
GREAT BRITAIN,GERMANY,QUAKENBRUCK,52.7,7.95,7/25/1942,AIRDROME,78
USA,FRANCE,CAEN,49.18,-0.37,6/6/1944,ROAD JUNCTION,65
GREAT BRITAIN,GERMANY,HAGE,53.62,7.27,4/25/1941,AIRDROME,78
GREAT BRITAIN,GERMANY,MAGDEBURG,52.13,11.63,8/30/1940,ROTHENSEE SYNTHETIC OI,52
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,5/18/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,GIESSEN,50.6,8.68,9/28/1941,CITY AREA,2
GREAT BRITAIN,FRANCE,FOET DU HELLE,49.78,1.4,3/1/1944,TOWN AREA,2
USA,HUNGARY,BRASOV,45.63,25.57,5/6/1944,AIRDROME,78
USA,AUSTRIA,SCHWECHAT,48.12,16.53,4/23/1944,HEINKEL AC FACTORY,11
GREAT BRITAIN,GERMANY,SCHLESWIG,54.53,9.58,6/25/1941,TOWN AREA,2
USA,TUNISIA,KAIROUAN,35.68,10.03,2/15/1943,AIRDROME,78
USA,AUSTRIA,VIENNA,48.2,16.37,6/26/1944,OIL DEPOT,53
GREAT BRITAIN,GERMANY,RECKLINGHAUSEN,51.6,7.18,3/10/1942,CITY AREA,2
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,2/19/1944,CITY AREA,2
USA,ITALY,45 00 N 010 40 E,45,10.67,4/22/1945,BRIDGE,61
USA,ITALY,GENOA,44.4,8.95,10/29/1943,MARSHALLING YARDS,63
USA,ITALY,FOSSACESIA,42.25,14.48,11/24/1943,GUN EMPLACEMENTS,82
USA,GERMANY,BULLAY,50.05,7.13,12/28/1944,BRIDGE,61
USA,ITALY,43 20 N 011 00 E,43.33,11,7/3/1944,TACTICAL,80
GREAT BRITAIN,HOLLAND OR NETHERLANDS,HAAMSTEDE,51.7,3.73,10/12/1941,AIRDROME,78
USA,HUNGARY,GYOR,47.68,17.63,6/26/1944,AD,78
